Health Facility Name,Address,pincode,landline_number,Facility Type
Beema Nagar Uhp,"['Urban Primary Health Center Beemanagar', 'Marsing Pettai Road', 'Beemanagar', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620001.0,0431-2410396,Primary Health Centre
Teppakulam Uhp,"['Urban Primary Health Center Teppakulam', 'Nandhi Kovil Street', 'Teppakulam', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620002.0,0431 - 2700665,Primary Health Centre
Audhithya Ortho Hospital,"['South Anna Nagar', 'Palani', 'Tamil Nadu', 'Dindigul', 'Palani Mpty']",624601.0,04545-250255,Others
Srirangam Uhp,"['Urban Primary Health Center Srirangam', 'Ghandhi Road', 'Srirangam', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620006.0,0431 - 2430993,Primary Health Centre
Thennur Uhp,"['Urban Primary Health Center Thennur', 'Marakadai', 'Tennur', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620008.0,0431 - 2700493,Primary Health Centre
Subramaniyapuram Uhp,"['Urban Primary Health Center Subramaniyapuram', 'Pudukottai Main Road', 'Subramaniyapuram', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620020.0,0431 - 2333477,Primary Health Centre
Oraiyur Uhp,"['Urban Primary Health Center Woraiyur', 'Hospital Road', 'Woraiyur', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620003.0,0431 - 2750362 / 2766077,Primary Health Centre
Eb Road Uhp,"['Urban Primary Health Center E B Road', 'Near Murugan Takies', 'E B Road', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620002.0,0431 - 2702153,Primary Health Centre
Karaikudi,"['Karaikudi Gh', 'Feet Road Seekalai Road', 'Karaikudi', 'Tamil Nadu', 'Sivaganga', 'Karaikkudi', 'Sakkottai']",630001.0,4565221782,District Hospital
Irudayapuram Uhp,"['Urban Primary Health Center Hiruthayapuram', 'Bajana Kuda Street', 'Hiruthayapuram', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620008.0,0431 - 2300015,Primary Health Centre
Periyamilaguparai Uhp,"['Urban Primary Health Center Periyamilaguparai', 'Collector Office Road', 'Periyamilaguparai', 'Tamil Nadu', 'Tiruchirappalli', 'Tiruchirapalli Corp']",620001.0,0431 -2410519,Primary Health Centre
Ambedkar Nagar Uhp,"['Uhp Ambedkar Nagar', 'Bangalore Road Vellore', 'Makkan', 'Tamil Nadu', 'Vellore', 'Vellore Corp']",632004.0,0416-2214822,Primary Health Centre
Kaspa Uhp,"['No', 'Adavanthaleri Street Kaspa', 'Kaspa', 'Tamil Nadu', 'Vellore', 'Vellore Corp']",632003.0,0416-2214133,Primary Health Centre
Lakshmipuram Uhp,"['Uhp Lakshmipuram', 'Kolarakaran Street Kosapet', 'Kosapet', 'Tamil Nadu', 'Vellore', 'Vellore Corp']",632001.0,0416-2214844,Primary Health Centre
Sholingar,"['Gh Sholinghur', 'Sholinghur To Kaveripakkam Road', 'Sholinghur', 'Tamil Nadu', 'Vellore', 'Katpadi']",631102.0,04172-262900,Sub-District Hospital
Dh Dhamtari,"['District Hospital Dhamtari', 'Civil Lines Dak Banglaw Ward Dhamtari', 'Chhattisgarh', 'Dhamtari ', 'Dhamtari', 'Dhamtari']",493773.0,07722-237779,District Hospital
Vellore,"['Government Pentland Hospital', 'Government Pentland Hospital Road', 'Vellroe', 'Tamil Nadu', 'Vellore', 'Vellore Corp']",632001.0,0416-2221973,Sub-District Hospital
Thiruppuvanam,"['Gh Building', 'Madurai Mandapam Main Road', 'Thiruppuvanam', 'Tamil Nadu', 'Sivaganga', 'Manamadurai', 'Thirupuvanam']",630611.0,4574265690,Sub-District Hospital
Singampunari,"['Singampunari', 'Tamil Nadu', 'Sivaganga', 'Tirupathur', 'Singampuneri']",630502.0,4577242148,Sub-District Hospital
Kandanur,"['Kandanur Gh', 'Patel Street', 'Kandanur', 'Tamil Nadu', 'Sivaganga', 'Karaikkudi', 'Sakkottai']",630104.0,4565282186,Sub-District Hospital
Kanadukathan,"['Kanadukathan', 'Tamil Nadu', 'Sivaganga', 'Karaikkudi', 'Sakkottai']",630103.0,4565273253,Sub-District Hospital
Aruppukottai,"['Govt Hospital Aruppukottai', 'Pandalgudi Main Road', 'Pandalgudi Main Road Aruppukottai', 'Tamil Nadu', 'Virudhunagar', 'Aruppukkottai', 'Aruppukottai Mpty']",626101.0,4566220264,Sub-District Hospital
Virudhunagar,"['Govt Hospital', 'Ramamoorthi Road', 'Virudhunagar', 'Tamil Nadu', 'Virudhunagar Mpty']",626201.0,4562243030,District Hospital
Uphc Quila Mohalla,"['Old Girls College', 'Quila Mohalla', 'Old Girls College Quila Mohala', 'Haryana', 'Jhajjar', 'Bahadurgarh', 'Sdh Bahadurgarh']",124507.0,127669915,Urban Health Centre
Uphc Ram Nagar,"['Sdo Dalal House', 'Gali No', 'Ram Nagar', 'Haryana', 'Jhajjar', 'Sdh Bahadurgarh']",124507.0,1276699919,Urban Health Centre
Mangalam,"['Tiruvannamalai Main Road', 'Mangalam', 'Tamil Nadu', 'Tiruvannamalai', 'Thurinjapuram']",606752.0,04175 245660,Community Health Center
Northampoondi,"['Pwd Buliding', 'Main Road', 'Northampoondi', 'Tamil Nadu', 'Tiruvannamalai', 'Thurinjapuram']",606802.0,04175 246181,Primary Health Centre
Kariapatti,"['Govt Hospital', 'West Street', 'Pandiyan Nagar Kariapatti', 'Tamil Nadu', 'Virudhunagar', 'Kariapatti']",626106.0,4566255130,Sub-District Hospital
Islampur Sdh,"['Islampur Sdh', 'Nh', 'Islampur Municipality', 'West Bengal', 'Uttar Dinajpur']",733202.0,03526-256912,Sub-District Hospital
Indira Gandhi Dstt Hospital Korba,"['Indira Gandhi District Hospital Korba', 'Risdi', 'Rajgamar Road', 'Chhattisgarh', 'Korba ', 'Korba', 'Korba']",495677.0,7759221044,District Hospital
Parsad,"['Parsad', 'Block Sarada Chc Parsad', 'Rajasthan', 'Udaipur', 'Sarada']",313801.0,02905-268463,Community Health Center
Sorakulathur,"['Metarnity Centre', 'Aanna Kettai Street', 'Sorakulathur', 'Tamil Nadu', 'Tiruvannamalai', 'Thurinjapuram']",606802.0,04175 248 680,Primary Health Centre
Community Health Center Sarada,"['Bus Stand Sarada', 'Karishna Ghati Bus Stand Sarada Teh Sarada', 'Rajasthan', 'Udaipur', 'Sarada']",313902.0,02905-261384,Community Health Center
Semari,"['Semari', 'Semari Teh Semari', 'Rajasthan', 'Udaipur', 'Sarada']",313903.0,02905-263227,Community Health Center
Perundurai,"['R S Road Perundurai', 'Perundurai', 'Tamil Nadu', 'Erode', 'Perunthurai']",638052.0,04294-222299,Sub-District Hospital
Bhavani,"['Appakudal Road', 'Bhavani', 'Tamil Nadu', 'Erode', 'Bhavani Mpty']",638301.0,4256230333,Sub-District Hospital
Kavanthapadi,"['Hospital Street', 'Kavindapadi', 'Tamil Nadu', 'Erode', 'Bhavani', 'Bhavani Mpty']",638455.0,04256 240615,Sub-District Hospital
Cheranmadevi,"['Cheranmadevi Sdh', 'Vadakku Mettu Theru', 'Cheranmadevi', 'Tamil Nadu', 'Tirunelveli ', 'Ambasamudram']",627414.0,04634-260650,Sub-District Hospital
Radhapuram,"['Radhapuram Gh', 'Main Road', 'Radhapuram', 'Tamil Nadu', 'Tirunelveli ']",627657.0,04637-254239,Sub-District Hospital
Tirunelveli Mch,"['Tirunelveli Medical College Hospital', 'High Ground Road', 'Tirunelveli Medical College Ground Palayamkottai Tirunelveli', 'Tamil Nadu', 'Tirunelveli ', 'Tirunelveli', 'Palayamkottai']",627011.0,0462-2579785,Medical Colleges Hospital
Ambasamudram,"['Ambasamudram Sdh', 'Kasinathar Koil Theru', 'Ambasamudram', 'Tamil Nadu', 'Tirunelveli ']",627401.0,04634-250380,Sub-District Hospital
Melapalayam,"['Gh Melapalayam', 'Abdhulkalam Asath Road', 'Melapalayam', 'Tamil Nadu', 'Tirunelveli ', 'Tirunelveli', 'Palayamkottai']",627005.0,0462-2352514,Sub-District Hospital
Jaisinghpura Khor,"['Community Health Center', 'Maanbagh Mod', 'Jaisinghpura Khor', 'Rajasthan', 'Jaipur ', 'Jaipur', 'Jhotwara']",302036.0,0141-2639494,Community Health Center
Thiruvaiyaru,"['Government Hospital', 'Othatheru', 'Thiruvaiyaru', 'Tamil Nadu', 'Thanjavur']",615101.0,4352403760,Sub-District Hospital
Sirsi,"['Primary Health Center', 'Sirsi Road', 'Sirsi', 'Rajasthan', 'Jaipur ', 'Jaipur', 'Jhotwara']",302012.0,0141-2240899,Primary Health Centre
Govt Raja Mirasdar Hopl Thanjavur Mch,"['Government Hospital', 'Main Road', 'Thanjavur', 'Tamil Nadu', 'Thanjavur Corporation']",613403.0,4352403760,Medical Colleges Hospital
Kumbakonam,"['Government Dist Hqrs Hospital', 'Dr Moorthy Raod', 'Kumbakonam', 'Tamil Nadu', 'Thanjavur', 'Kumbakonam Mpty']",612001.0,4352430501,District Hospital
Pattukottai,"['Government Hospital', 'Bus Stop', 'Pattukkottai', 'Tamil Nadu', 'Thanjavur', 'Pattukottai Mpty']",614613.0,4352403760,Sub-District Hospital
Papanasam,"['Government Hospital', 'Thanjavur Main Road', 'Papanasam', 'Tamil Nadu', 'Thanjavur']",614203.0,4352403760,Sub-District Hospital
Thiruvidaimaruthur,"['Government Hospital', 'Mayavaram Main Road', 'Thiruvidaimaruthur', 'Tamil Nadu', 'Thanjavur', 'Thiruvidaimarudur', 'Thiruvidaimarudhur']",612204.0,4352403760,Sub-District Hospital
Ayyampettai,"['Government Hospital', 'Thanjavur Main Road', 'Ayyampettai', 'Tamil Nadu', 'Thanjavur', 'Papanasam']",614203.0,4352403760,Sub-District Hospital
Aduthurai,"['Government Hospital', 'Pallivasal Street', 'Aduthurai', 'Tamil Nadu', 'Thanjavur', 'Thiruvidaimarudur', 'Thiruvidaimarudhur']",612204.0,4352403760,Sub-District Hospital
Thanipadi,"['Thanipadi Gh', 'Salem Main Road', 'Thanipadi', 'Tamil Nadu', 'Tiruvannamalai', 'Thandrampet', 'Thandrampattu']",606708.0,04188 247110,Sub-District Hospital
Wandavash,"['Wandavash Sdh', 'Melmaruvathur Road', 'Sennavaram', 'Tamil Nadu', 'Tiruvannamalai', 'Polur']",604408.0,04183 225041,Sub-District Hospital
Cheyyar,"['Arcot Road', 'Anumanthan Pettai', 'Tamil Nadu', 'Tiruvannamalai', 'Cheyyar']",604407.0,04182 222327,District Hospital
Arani,"['Arni Gh', 'Kotai South Street', 'Periyar Nagar', 'Tamil Nadu', 'Tiruvannamalai', 'Arani', 'Arani(East) Mpty']",632301.0,04173 220652,Sub-District Hospital
Thirukattupalli,"['Government Hospital', 'Main Road', 'Thirukattuppalli', 'Tamil Nadu', 'Thanjavur', 'Budalur']",613602.0,4352403760,Sub-District Hospital
Gobichettypalayam,"['Government Hospital', 'New Gh Road', 'Gobichettipalayam', 'Tamil Nadu', 'Erode', 'Gobichettipalayam Mpty']",638452.0,04285 222053,Sub-District Hospital
Anthiyur,"['Government Hospital', 'Bargur Road', 'Anthiyur', 'Tamil Nadu', 'Erode', 'Bhavani', 'Andhiyur']",638052.0,04256 261350,Sub-District Hospital
Hariyamali,"['Govt Primary Health Center Hariyamali', 'Main Road', 'Sojat City', 'Rajasthan', 'Pali ', 'Sojat']",336103.0,2960233275,Primary Health Centre
Sarnagwas,"['Govt Sub Health Center Sarangwas', 'Main Road', 'Sojat City', 'Rajasthan', 'Pali ', 'Sojat']",336103.0,2960233275,SubCentre
Vellore Medl Coll Hosp Mch,"['Gvmch', 'Arani Road Opposite Staff Quarters Adukkamparai', 'Adukkamparai', 'Tamil Nadu', 'Vellore', 'Vellore Corp']",632011.0,0416-2260900,Medical Colleges Hospital
Koodankulam,"['Koodankulam Gh', 'Vadakku Theru', 'Koodankulam', 'Tamil Nadu', 'Tirunelveli ', 'Radhapuram']",627106.0,.,Sub-District Hospital
Nanguneri,"['Nanguneri Gh', 'Thirumaaligai Street', 'Nanguneri', 'Tamil Nadu', 'Tirunelveli ']",627108.0,04635-250131,Sub-District Hospital
Valliyur,"['Valliyur Gh', 'Via Rajapudhur', 'Valliyur', 'Tamil Nadu', 'Tirunelveli ', 'Radhapuram', 'Valliyoor']",627117.0,04637-221287,Sub-District Hospital
Kalakkad,"['Kalakkad Sdh', 'Amaithi Theevu', 'Kalakkad', 'Tamil Nadu', 'Tirunelveli ', 'Nanguneri', 'Kalakad']",627501.0,04635-260528,Sub-District Hospital
Sathiyamangalam,"['Gh', 'Gh Rd', 'M Komarapalayam', 'Tamil Nadu', 'Erode', 'Sathyamangalam', 'Sathyamangalam Mpty']",638401.0,4285225259,Sub-District Hospital
Phc Astgaon,"['Astgaon', 'Gavthan', 'Rahata', 'Maharashtra', 'Ahmadnagar', 'Rahta']",423107.0,2423245585,Primary Health Centre
Phc Savalivihir Bk,"['Primary Health Center', 'Gavthan', 'Near High School', 'Maharashtra', 'Ahmadnagar', 'Rahta', 'Rahata']",423109.0,2423251210,Primary Health Centre
Keeranur,"['Govt Hospital Keeranur', 'Thiruverembur Road', 'Keeranur', 'Tamil Nadu', 'Pudukkottai', 'Kulathur', 'Kunnandarkoil']",622502.0,04339 262228,Sub-District Hospital
Manamelkudi,"['Sethu Road', 'Manamelkudi', 'Tamil Nadu', 'Pudukkottai']",614620.0,4371250010,Sub-District Hospital
Erode,"['Government Head Quarters Hospital', 'Evn Road', 'Erode', 'Tamil Nadu', 'Erode Corp']",638009.0,0424 2258355,District Hospital
Kodumudi,"['Karur Erode Road', 'Kodumudi', 'Tamil Nadu', 'Erode']",638151.0,04204 224066,Sub-District Hospital
Tambaram,"['No', 'Gst Road', 'Chrompet', 'Tamil Nadu', 'Kancheepuram', 'Sriperumbudur', 'Kundrathur']",600045.0,44-22382400,Sub-District Hospital
Phc Ambada,"['Primary Health Centre Ambada', 'Ambada', 'Phc Ambada', 'Maharashtra', 'Amravati', 'Morshi']",444905.0,07228 234023,Primary Health Centre
Edapadi,"['Dept Dms Edappadi', 'Nainampatti', 'Edappadi', 'Tamil Nadu', 'Salem', 'Edapadi (Idappadi)']",637101.0,04283-223199,Sub-District Hospital
Edappadi Uphc,"['Uphc Municipal Meternity Center', 'Palayapettai Street', 'Edappadi', 'Tamil Nadu', 'Salem', 'Idappadi???ˇ Mpty']",637105.0,04283-222911,Primary Health Centre
Rh Soundad,"['At Post Soundad Tah Sadak Arjuni Dist Gondia', 'National Highwe', 'Maharashtra', 'Gondiya *', 'Sadak-Arjuni', 'Sadak Arjuni']",441806.0,7182270449,Community Health Center
Rh Soundad,"['At Post Soundad Tah Sadak Arjuni Dist Gondia', 'Maharashtra', 'Gondiya *', 'Sadak-Arjuni', 'Sadak Arjuni']",441806.0,7182270449,Community Health Center
Kothari,"['Primary Health Centre Kothari', 'Arvi Road', 'Ballarpur', 'Maharashtra', 'Chandrapur']",442701.0,07172-244139,Primary Health Centre
Padmanabhapuram Uphc,"['Urban Primary Health Center', 'Wwst Street', 'Padmanabhapuram', 'Tamil Nadu', 'Kanniyakumari', 'Kalkulam', 'Colachel Mpty']",629175.0,04651-256588,Primary Health Centre
Krishnancoil Uhp,"['Urban Primary Health Center', 'Thiruvandrum Road', 'Krishnancoil', 'Tamil Nadu', 'Kanniyakumari', 'Agastheeswaram', 'Nagercoil Mpty']",629001.0,04652-275224,Primary Health Centre
Kovilpatti Uhp,"['Keelavithi Pudukudusai', 'Kovilpatti', 'Pudukkottai', 'Tamil Nadu', 'Pudukottai Mpty']",622001.0,4322223391,Primary Health Centre
Kamarajapuram Uhp,"['Kamarajapuram', 'Th Street', 'Pudukkottai', 'Tamil Nadu', 'Pudukottai Mpty']",622001.0,4322223391,Primary Health Centre
Tiruvannamalai Centrl Uphc,"['Muthu Vinayagar Kovil Street', 'Thiruvannamalai', 'Tamil Nadu', 'Tiruvannamalai']",606601.0,4175253455,Primary Health Centre
Annanagar Uhp,"['Anna Nagar Uphc', 'Chengam Road', 'Thiruvannamalai', 'Tamil Nadu', 'Tiruvannamalai']",606603.0,04175 235030,Primary Health Centre
Kilnathur Uhp,"['A Kilnathur Uphc', 'Chellaneri Street', 'Thiruvannamalai', 'Tamil Nadu', 'Tiruvannamalai']",606601.0,4175220262,Primary Health Centre
District Hospital Nanded,"['Infront Of Waghala Muncipal Nanded', 'Vazirabad', 'Nanded', 'Maharashtra']",431601.0,02462-245516,District Hospital
Avadi,"['Govt Taluk Hospital', 'New Miltary Road', 'Poonamallee', 'Tamil Nadu', 'Thiruvallur', 'Poonamallee Mpty']",600054.0,044-26557989,Sub-District Hospital
Shc Dongerpur Lodha,"['Dongerpur Lodha', 'Madhya Pradesh', 'Morena']",476001.0,7532239337,SubCentre
Shc Lalaur,"['Lalaur', 'Madhya Pradesh', 'Morena']",476001.0,7532239337,SubCentre
Shc Jori,"['Jori', 'Madhya Pradesh', 'Morena']",476001.0,7532239337,SubCentre
Sendurai,"['Anna Nagar', 'Sendurai', 'Tamil Nadu', 'Ariyalur  ']",621714.0,4329242060,Sub-District Hospital
Thirumakottai,"['N', 'Parvathi Ammal Palaniyappa Government Community Health Centers', 'Thirumakottai', 'Tamil Nadu', 'Thiruvarur', 'Mannargudi', 'Kottur']",614017.0,4367272964,Community Health Center
Tondoli,"['Tondoli Sub Center', 'At Post Tondoli', 'Tondoli', 'Maharashtra', 'Jalna', 'Jafferabad', 'Jafrabad']",431208.0,Na,SubCentre
Ambegaon,"['Ambegaon Sub Center', 'At Post Ambegaon', 'Ambegaon', 'Maharashtra', 'Jalna', 'Jafferabad', 'Jafrabad']",431208.0,Na,SubCentre
Delegavhan,"['Delegavhan Sub Center', 'At Post Delegavhan', 'Delegavhan', 'Maharashtra', 'Jalna', 'Jafferabad', 'Jafrabad']",431208.0,Na,SubCentre
Kumbhari,"['Kumbhari Sub Center', 'At Post Kumbhari', 'Kumbhari', 'Maharashtra', 'Jalna', 'Jafferabad', 'Jafrabad']",431206.0,Na,SubCentre
Haora District Hospital,"['Biplabi Haren Ghosh Sarani', 'Howrah Municipal Corporation', 'West Bengal', 'Howrah']",711101.0,3326413400,District Hospital
Uluberia Sub Divisional Hospital,"['Uluberia Station Road', 'Uluberia Bazarpara', 'Uluberia Municipality', 'West Bengal', 'Howrah']",711316.0,033 - 2661 2945,Sub-District Hospital
Tulshiram Laxmidebi Jaiswal Hospital Sgh,"['G T Road', 'Liluah Howrah', 'West Bengal', 'Howrah']",711204.0,033 26556653,Sub-District Hospital
South Howrah State General Hospital Sgh,"['South Howrah Sgh Complex', 'Laxminarayantala Road', 'Shibpur', 'West Bengal', 'Howrah']",711103.0,033 2668 5512,Sub-District Hospital
Malda Medical Collage Hospital,"['Malda Medical Collage Hospital', 'Nh', 'Pirojpur Malda', 'West Bengal', 'Maldah']",732101.0,3512221085,Medical Colleges Hospital
Satya Bala Devi Id Hospital,"['G T Road Ghusuri', 'Howrah Municipal Corporation', 'West Bengal', 'Howrah']",711107.0,3326557985,Others
Raiganj District Hospital,"['Plot No', 'Dr B C Roy Sarani', 'College Para Under Raiganj P S', 'West Bengal', 'Uttar Dinajpur']",733134.0,03523-222509 / 03523-243988,District Hospital
Kaliyaganj State General Hospital,"['Kaliyaganj State General Hospital', 'Hospital Road', 'Hospital Para At Kaliyaganj', 'West Bengal', 'Uttar Dinajpur', 'Kaliaganj']",733129.0,03523-259550,<100 Bedded Hospital
Fort Gloster State General Hospital,"['Fort Gloster Sgh Complex', 'Radhanagar Bauria Howrah', 'Bauria', 'West Bengal', 'Howrah']",711310.0,033-2691-7943,Sub-District Hospital
Belur State General Hospital,"['Belur Sgh Complex', 'Belur Station Road P O Belurmath Ps Belur', 'Belur', 'West Bengal', 'Howrah']",711202.0,033-2654-4369,Sub-District Hospital
Govt Mohan Kumaramangalam Medl College Hl Salem Mch,"['Mohan Kumaramangalam Medical Collegehospital', 'Fort Main Road', 'Shevapet', 'Tamil Nadu', 'Salem', 'Salem Corporation']",636001.0,0427 - 2210674,Sub-District Hospital
Attur,"['Kamarajar Road', 'Attur', 'Tamil Nadu', 'Salem', 'Attur Mpty']",636102.0,04282-241717,Sub-District Hospital
Mettur Dam,"['Evn Road', 'Mettur', 'Tamil Nadu', 'Salem', 'Kolathur']",636401.0,04298-244046,District Hospital
Omalur,"['Kadaiveethi', 'Omalur', 'Tamil Nadu', 'Salem']",636016.0,04290-320241,Sub-District Hospital
Gangavalli,"['Attur Main Road', 'Gangavalli', 'Tamil Nadu', 'Salem']",636105.0,04282-234150,Sub-District Hospital
Sankari,"['Salem Main Road', 'Sankari', 'Tamil Nadu', 'Salem']",637301.0,04283-240488,Sub-District Hospital
Yercaud,"['Opp To Shervaroys', 'Yercaud', 'Tamil Nadu', 'Salem']",636601.0,04281-222778,Sub-District Hospital
Vembadithalam,"['Sankari Main Road', 'Vembadithalam', 'Tamil Nadu', 'Salem', 'Veerapandi']",637504.0,0427-2496209,Sub-District Hospital
Jalakandapuram,"['Tharamangalam Main Road', 'Jalakandapuram', 'Tamil Nadu', 'Salem', 'Mettur', 'Nangavalli']",636501.0,04298-261566,Sub-District Hospital
Ghatal Sub Divisional Hospital,"['Kushpata', 'Ghatal', 'Ghatal Municipality', 'West Bengal', 'Paschim Medinipur']",721212.0,3225255064,Sub-District Hospital
Midnapore Medical Collage Hospital,"['Po Midnapore', 'Vidyasagar Road', 'Midnapore', 'West Bengal', 'Paschim Medinipur']",721101.0,3222275503,Medical Colleges Hospital
Veerapandi,"['Anna Nagar', 'Veerapandi', 'Tamil Nadu', 'Coimbatore', 'Coimbatore North', 'Periyanaickenpalayam']",641019.0,0422-2659581,Primary Health Centre
Gudalur Goundanpalayam Uphc,"['Vengadachalapathy Nagar', 'Gudalur Goundanpalayam', 'Tamil Nadu', 'Coimbatore', 'Coimbatore North', 'Periyanaickenpalayam']",641020.0,0422-2902004,Primary Health Centre
Gounanpalayam Uphc,"['Feb', 'Tvs Nagar Road', 'Gounanpalayam', 'Tamil Nadu', 'Coimbatore', 'Coimbatore North', 'Periyanaickenpalayam']",641030.0,9361482392,Primary Health Centre
Primary Health Centre Kavalapur,"['Varcha Bus Stop', 'Kavalapur', 'Maharashtra', 'Sangli', 'Miraj']",416306.0,2332364258,Primary Health Centre
Sub Centre Budhgaon,"['Subcenter Budgaon', 'Near Allo Disp', 'Budhgaon', 'Maharashtra', 'Sangli', 'Miraj']",416410.0,0233-2364258,SubCentre
Chc Shahpura,"['Chc Shahpura', 'Ward No', 'Town Hall Ke Peeche', 'Madhya Pradesh', 'Jabalpur', 'Shahpur', 'Shahpura']",483119.0,07621-230073,Community Health Center
Tenkasi,"['Tenkasi', 'Tenkasi New Bus Stand', 'Tamil Nadu', 'Tirunelveli ']",627811.0,4633280707,District Hospital
Tenkasi,"['Tenkasi Uphc', 'Malayan Street', 'Tenkasi', 'Tamil Nadu', 'Tirunelveli ', 'Shenkottai', 'Tenkasi Mpty']",627811.0,4633280707,Primary Health Centre
Gingee Gh,"['Govt Hospital Building', 'Tindivanam Main Road', 'Gingee', 'Tamil Nadu', 'Viluppuram']",604152.0,4145222015,Sub-District Hospital
Masinagudi,"['Primary Health Centre', 'Singara Road', 'Theppakadu', 'Tamil Nadu', 'The Nilgiris', 'Udhagamandalam', 'Udhagamandalam Mpty']",643223.0,0423-2526743,Primary Health Centre
Gudalur,"['Pwd Building', 'Melgudalur', 'Gudalur', 'Tamil Nadu', 'The Nilgiris']",643212.0,04262- 261222,Sub-District Hospital
Kallakurichi,"['District Hospital Kallakurichi', 'Kachirapalayam Main Road', 'Kallakurichi', 'Tamil Nadu', 'Viluppuram', 'Kallakkurichi', 'Kallakurichi Mpty']",606202.0,04151 222331,District Hospital
Marakkanam,"['Govt Building', 'Sannathi St', 'Karipalayam', 'Tamil Nadu', 'Viluppuram', 'Tindivanam', 'Marakanam']",604303.0,4147239589,Sub-District Hospital
Sankarapuram,"['Gh Sankarapuram', 'Pudupet Road', 'Sankarapuram', 'Tamil Nadu', 'Viluppuram']",606401.0,04151 254537,Sub-District Hospital
Vadakkuputhur,"['Vadakkuputhur Phc', 'Puliyankudi Main Road', 'Vadakkupudur', 'Tamil Nadu', 'Tirunelveli ', 'Sankarankoil', 'Sankarankoil Mpty']",627753.0,4636225176,Primary Health Centre
Sankarankovil,"['Sankarankovil Gh', 'Tirunelveli Main Road', 'Sankarankovil', 'Tamil Nadu', 'Tirunelveli ', 'Sankarankoil', 'Sankarankoil Mpty']",627753.0,04636-222399,Sub-District Hospital
Tenkasi,"['Tenkasi Govt Hospital', 'Madurai Bypass Road', 'Tenkasi', 'Tamil Nadu', 'Tirunelveli ', 'Shenkottai', 'Tenkasi Mpty']",627811.0,4633280707,District Hospital
